result,table,timestamp,co2_air_quality,dewPoint_air_quality,humidity_air_quality,temperature_air_quality,voc_air_quality,leak_tamper_leak,leak_temp_leak,leak_water_leak,plug_energy_plug,plug_overCurrent_plug,plug_overLoad_plug,plug_power_plug,smoke_tamper_smoke,smoke_temp_smoke,vib_alarm_vibration,vib_ax_vibration,vib_ay_vibration,vib_az_vibration,vib_lux_vibration,vib_seismic_vibration,vib_tamper_vibration,vib_temp_vibration
_result,0,2026-01-17T14:50:00Z,564.9999872000003,11.4,52,22.5,0.26799999999999985,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:51:00Z,564.9999872000003,11.399999999999999,52,22.5,0.26799999999999985,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:52:00Z,564.9999872000003,11.4,52,22.5,0.26799999999999985,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:53:00Z,585.222229333333,12.051851851851847,51.18518518518518,22.67037037037037,0.26355555555555576,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:54:00Z,591.0000127999997,12.199999999999996,51,22.7,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:55:00Z,591.0000127999997,12.199999999999996,51,22.699999999999996,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:56:00Z,591.0000127999996,12.199999999999994,51,22.7,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:57:00Z,591.0000127999996,12.199999999999994,51,22.700000000000003,0.26200000000000023,null,null,null,10.819999999999999,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:58:00Z,591.0000127999996,12.199999999999994,51,22.700000000000003,0.26200000000000023,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T14:59:00Z,591.0000127999996,12.199999999999994,51,22.700000000000003,0.26200000000000023,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:00:00Z,591.0000127999996,12.199999999999994,51,22.95862068965517,0.26200000000000023,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:01:00Z,591.0000127999996,12.199999999999994,51,23,0.26200000000000023,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000016
_result,0,2026-01-17T15:02:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:03:00Z,189.120004096,3.4160000000000004,12.24,4.6,0.09432,null,null,null,1.8033333333333335,0,0,0,0.4166666666666667,7.233333333333333,0,0,0,0,1.894736842105263,0,0,4.071052631578947
_result,0,2026-01-17T15:04:00Z,550.2413912275858,11.77931034482758,51,23,0.2439310344827588,null,null,null,10.819999999999997,0,0,0,0.9166666666666666,21.699999999999992,0,0,0,0,8.808510638297872,0,0,22.100000000000016
_result,0,2026-01-17T15:05:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:06:00Z,591.0000127999996,12.199999999999994,51,23,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:07:00Z,591.0000127999996,12.199999999999994,51,23,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.10000000000001
_result,0,2026-01-17T15:08:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:09:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:10:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:11:00Z,591.0000127999996,12.199999999999994,51,23,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:12:00Z,591.0000127999996,12.199999999999994,51,23,0.26200000000000023,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:13:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:14:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:15:00Z,591.0000127999997,12.199999999999996,51,23,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:16:00Z,591.0000127999997,12.199999999999996,51,23.42,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
